"","area_rural","area_suburban","area_urban","marital_divorced","marital_married","marital_never_married","marital_separated","marital_widowed","gender_female","gender_male","gender_nonbinary","techie_no","techie_yes","contract_month_to_month","contract_one_year","contract_two_year","port_modem_no","port_modem_yes","tablet_no","tablet_yes","internet_service_dsl","internet_service_fiber_optic","internet_service_none","phone_no","phone_yes","multiple_no","multiple_yes","online_security_no","online_security_yes","online_backup_no","online_backup_yes","device_protection_no","device_protection_yes","tech_support_no","tech_support_yes","streaming_tv_no","streaming_tv_yes","streaming_movies_no","streaming_movies_yes","paperless_billing_no","paperless_billing_yes","payment_method_bank_transfer_automatic","payment_method_credit_card_automatic","payment_method_electronic_check","payment_method_mailed_check","zip","children","age","income","outage_sec_perweek","email","contacts","yearly_equip_failure","tenure","monthly_charge","bandwidth_gb_year","item1","item2","item3","item4","item5","item6","item7","item8","churn"
"4329",1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0.987448676775479,0,0.577464788732394,0.554983839685541,0.369378176933398,0.444444444444444,0.333333333333333,0,0.0429505794954223,0.333040350128909,0.045161688596858,0.6,1,0.6,0.6,0.2,0.6,0.6,0.6,"No"
"4330",0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0.107473881052075,0,0.183098591549296,0.0571009366942432,0.593067890804811,0.555555555555556,0,0.5,0.154797430144129,0.475716045097943,0.162455068551212,0.4,0.2,0.4,0.6,0.6,0.4,0.4,0.2,"No"
"4331",0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.5342188706858,0.125,0.028169014084507,0.23973339139883,0.455504323899327,0.555555555555556,0.666666666666667,0,0.0584770502864911,0.428005865157752,0.10390544348366,0.8,0.6,0.4,0.6,0.2,0.6,0.4,0.2,"No"
"4332",1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0.321496808813366,0,0.0422535211267606,0.328271118433803,0.517609316214766,0.5,0.333333333333333,0,0.00739763498346681,0.714269323694568,0.0940770157222568,0.2,0.4,0.4,0.4,0.6,0.2,1,0.4,"Yes"
"4333",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0.982062278954429,0.25,0.704225352112676,0.641164124805349,0.369960208808594,0.611111111111111,1,0,0.0700288288436505,0.547086245563532,0.16514835074294,0.4,0.4,0.6,0,0.8,0.6,0.2,0.6,"Yes"
"4334",0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.93943859506484,0,0.323943661971831,0.557617647922082,0.455873953107862,0.444444444444444,0.333333333333333,0,0.318687352607628,0.345083271553809,0.325687690808789,0.6,1,0.8,0.8,0.2,0.8,0.6,0.4,"No"
"4335",0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0.498038538151957,0,0.76056338028169,0.303335000856671,0.907815774317564,0.666666666666667,0,0.5,0.0716023804544192,0.380664414045954,0.0714765061499981,0.2,0.2,0.2,0.4,0.2,0.6,0.2,0.4,"No"
"4336",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0.181389487377536,0,0.492957746478873,0.317030173008713,0.269884215980022,0.722222222222222,0,0.5,0.238477392849802,0.380664414045954,0.218978235899632,0.8,0.6,0.4,0.2,0.8,0.2,0.4,0.4,"No"
"4337",1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0.68848327167771,0.125,0.380281690140845,0.411995317135205,0.496845868403869,0.444444444444444,0,0,0.118092827783507,0.475716045097943,0.118060345873663,0.8,0.8,0.8,0.6,0.6,0.4,0.6,0.8,"No"
"4338",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.657821456156754,0,0.71830985915493,0.272858296443389,0.393304453498274,0.555555555555556,0,0,0.198098587692602,0.452724018475855,0.216582472447527,0.2,0.4,0.2,0.2,0.8,0.4,0.2,0.4,"Yes"
"4339",0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.594729460547177,1,0.633802816901408,0.2565067571889,0.719354576009602,0.722222222222222,0.333333333333333,0.5,0.0324033340424995,0.226214612862397,0.0780870347977945,0.6,0.4,0.6,0.4,0.8,0.4,0.4,0.2,"No"
"4340",1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0.610827675921785,0.375,0.0140845070422535,0.223758722660413,0.758942457231726,0.611111111111111,0,0.5,0.170547313627529,0.606563395031245,0.221289601675499,0.6,0.8,0.6,0.4,0.8,0.6,0.4,0.4,"Yes"
"4341",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0.704693280214643,0.25,0.450704225352113,0.0619895803913486,0.666548709110228,0.388888888888889,1,0,0.0926109769905633,0.666894568043431,0.157540967778649,0.6,0.6,0.6,0.4,0.4,0.6,0.8,0.4,"Yes"
"4342",0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0.412089922354567,0.75,0.971830985915493,0.322252105756934,0.671863011405588,0.555555555555556,0.666666666666667,0,0.0832296581623822,0.606601933141052,0.197167384282307,0.8,0.6,0.8,0.4,0.6,0.4,0.6,1,"Yes"
"4343",0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0.0944753851782593,0.5,0.802816901408451,0.195591189040628,0.12904142524053,0.166666666666667,0,0,0.0200660544324087,0.238106236522872,0.0484035900670715,0.4,0.6,0.4,0.4,0.4,0.4,0.8,0.6,"No"
"4344",0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0.561262652953372,0,0.394366197183099,0.969890786789366,0.520075581690201,0.666666666666667,0.666666666666667,0,0.118059937761655,0.666820822277753,0.173027064874994,0.4,0.6,0.4,0.8,0.6,0.2,0.6,0.4,"Yes"
"4345",0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0.561303305012399,0.25,0.971830985915493,0.173366339891926,0.660259082684783,0.666666666666667,0,0,0.11525901786648,0.475716045097943,0.112189453297486,0.8,0.8,0.8,0.8,0.6,1,0.4,0.8,"No"
"4346",1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0.324372941989512,0.25,0.352112676056338,0.144427681167705,0.379720904816158,0.833333333333333,0,0.5,0.108552087427566,0.273490882232918,0.139126251740819,0.2,0.2,0.4,0.2,1,0.4,0.2,0.4,"Yes"
"4347",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0.229643481442335,0.875,0.436619718309859,0.325726817955531,0.640579221676661,0.5,0.666666666666667,0.5,0.053747887714057,0.631181158952199,0.201914173537242,0.4,0.4,0.2,0.2,0.6,0.2,0.4,0.2,"Yes"
"4348",0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0.640900036586853,0.125,0.873239436619718,0.1824949183931,0.646887484868922,0.611111111111111,1,0,0.219360050041288,0.214014208544338,0.23079169295961,0.4,0.6,0.2,0.6,0.6,0.4,0.4,0,"Yes"
"4349",0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.624730680108948,0.125,0.140845070422535,0.143159695020304,0.4445783781653,0.5,0.333333333333333,0,0.0250136011156746,0.345089932461677,0.117223341892828,0.8,0.8,0.8,0.8,0.4,0.4,0.6,0.2,"Yes"
"4350",0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0.37657018577991,0.25,0.774647887323944,0.0626031977151992,0.462576242730673,0.555555555555556,0,0,0.0270423168232842,0.178384536580586,0.0447050642090528,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,"No"
"4351",0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0.20159356071385,0.125,0.253521126760563,0.102239610247482,0.571343632951927,0.333333333333333,0.333333333333333,0,0.045180452548671,0.320976018643006,0.0719504432865744,0.4,0.4,0.6,0,0.8,0.2,0.4,0.6,"No"
"4352",1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0.321181755355909,0,0.633802816901408,0.219583796201103,0.525816270620312,0.611111111111111,0.333333333333333,0.5,0.120010971040779,0.0595159730449997,0.0948865545796958,0.2,0.4,0.6,0.6,0.4,0.2,0.4,0.6,"No"
"4353",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.369862596040489,0,0.366197183098592,0.106145932575835,0.270413500157622,0.444444444444444,0,0,0.0503525669485903,0.22597101394609,0.11817565145001,0.8,1,0.8,0.4,0.4,0.6,0.4,0.8,"No"
"4354",1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0.421297613724135,0,0.492957746478873,0.244083290567168,0.450734158719968,0.5,0,0,0.0435450226227008,0.190206696487583,0.128145901410566,0.6,0.6,0.8,0.4,0.4,1,1,0.6,"No"
"4355",0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0.760701654538802,0.375,0.915492957746479,0.343250447963286,0.485050715160513,0.777777777777778,0.666666666666667,0,0.0175385372456467,0.761893863390746,0.0767964779330245,0.8,0.6,0.6,0.8,0.4,0.6,0.6,0.4,"Yes"
"4356",0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0.257927151510224,0.5,0.633802816901408,0.0405415971337465,0.362937027946227,0.555555555555556,0,0.5,0.059604100482834,0.619270028347254,0.129258987729243,0.8,0.6,0.6,0.4,0,0.6,0.4,0.6,"Yes"
"4357",0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.279076385218911,0.125,0.154929577464789,0.135722950605867,0.307151311457986,0.277777777777778,0.333333333333333,0,0.0660632077763675,0.285401537058729,0.152022396352345,0.4,0.6,0.8,0.6,0.6,0.8,0.8,0.8,"Yes"
"4358",1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0.264604252205374,0.125,0.295774647887324,0.158391134026103,0.443517324907858,0.722222222222222,0.666666666666667,0.5,0.0795025355319287,0.773872554632635,0.150809068650851,0.6,0.4,0.6,0.6,0.6,0.6,1,0.8,"Yes"
"4359",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0.987001504126184,0.375,0.605633802816901,0.678782125260246,0.806947944799478,0.5,0.333333333333333,0,0.0601629209697426,0.392464212333681,0.156365137177798,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.6,"No"
"4360",0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0.25556933208667,0.25,0.225352112676056,0.455906028335391,0.603577333038007,0.333333333333333,0.333333333333333,0,0.199424752813527,0.701757759823258,0.241867284297734,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.4,"Yes"
"4361",0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0.440109354038782,0,0.422535211267606,0.548655794802615,0.46620950865915,0.888888888888889,0.666666666666667,0.5,0.0580243511805813,0.53521174995186,0.095036524334384,0.6,0.4,0,0.6,0.6,0.6,0.6,0.4,"Yes"
"4362",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0.653481848855645,0.125,0.0422535211267606,0.286450296147779,0.618094244887342,0.611111111111111,0.666666666666667,0.5,0.0578461534647574,0.606629052551656,0.129492523944216,0.6,0.6,0.6,0.2,0.6,0.2,0.4,0.8,"Yes"
"4363",0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0.548304809138583,0.25,0.436619718309859,0.185607071614211,0.433511527179127,0.444444444444444,0.333333333333333,0.5,0.127033744289109,0.33288286723575,0.207691383431992,0.4,0.2,0.4,0.2,0.8,0.2,0.4,0.2,"Yes"
"4364",0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0.727295825033538,0.25,0.71830985915493,0.444843855858388,0.564364446154258,0.611111111111111,0.333333333333333,1,0.149469528317365,0.16638966884816,0.185432486368256,0.8,0.8,0.8,0.6,0.8,0.4,0.2,0.6,"Yes"
"4365",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0.0209967884873369,0.375,0.71830985915493,0.24996412008335,0.546571416598718,0.333333333333333,0.333333333333333,0,0.0742429914250994,0.178228481024827,0.148602326082653,0.4,0.4,0.2,0.4,0.6,0.6,0.4,0.4,"No"
"4366",0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0.622250904508313,0,0.830985915492958,0.542922285192094,0.317530804598921,0.611111111111111,0,0,0.129272942050909,0.273384307707033,0.118337055457282,0.6,0.6,0.2,0.2,0.6,0.4,0.4,0.2,"No"
"4367",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0.417303548924753,0.25,0.633802816901408,0.923401734671675,0.585230847983056,0.777777777777778,0.333333333333333,0,0.0951736379051713,0.118941167431344,0.153629510862926,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0.6,"No"
"4368",1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0.0968230415870564,0,0.943661971830986,0.344947618555937,0.393713841142685,0.444444444444444,0,0,0.168625043271155,0.332954709884895,0.146137913422449,0.4,0.4,0.6,0.6,0.2,0.4,0.6,0.6,"No"
"4369",0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0.958545062807431,0.25,0.985915492957746,0.17112306686084,0.441197499239563,0.444444444444444,0.333333333333333,0,0.0764303680346963,0.512083650497616,0.174462237594997,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,"Yes"
"4370",0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0.0384365218098297,0,0.140845070422535,0.763602814214479,0.757238604944255,0.611111111111111,0.333333333333333,0,0.010393613132435,0.118868849003066,0.0425345434031511,0.4,0.4,0.4,0.2,0.4,0.6,0.6,0.4,"No"
"4371",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0.285702670840278,0.25,0.647887323943662,0.082850062861614,0.493594430294934,0.5,0,0,0.0256350887148828,0.226041905036969,0.0591612504411023,0.8,0.8,0.8,0,0.6,0.6,0.4,0.8,"No"
"4372",0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0.56169966258791,0,0.957746478873239,0.131300361758502,0.410443163113388,0.5,0,0.5,0.0173539868960519,0.297465868544633,0.0824601450192419,0.6,0.6,0.4,0.8,0.6,0.6,0.4,0.4,"No"
"4373",0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0.827635269726412,0.5,0.436619718309859,0.337049185523871,0.22396943479882,0.388888888888889,0,0.5,0.202629522737189,0.333105531870187,0.223345161862388,0.6,0.6,0.4,0.4,0.2,0.2,0.4,0.2,"No"
"4374",1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0.468850359770722,0,0.380281690140845,0.336062659635308,0.204363669057557,0.5,0.666666666666667,0,0.08091462319388,0.118941167431344,0.141421265633796,1,1,1,0.6,0.6,0.6,0.8,0.8,"Yes"
"4375",0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0.490873612748486,0.125,0.225352112676056,0.139802143383343,0.564527094301024,0.444444444444444,0.333333333333333,1,0.201859459570317,0.440055923269653,0.272748107275867,0.4,0.6,0.6,0.8,0.2,0.8,0.4,0.6,"Yes"
"4376",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0.609841863490386,0,0.253521126760563,0.191920885814702,0.292986126226031,0.444444444444444,0.333333333333333,0,0.108194607399908,0.392470397462415,0.119500556878364,0.6,0.6,0.4,0.4,0.8,0.4,0.6,0.4,"No"
"4377",0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.641479328427985,0.125,0.774647887323944,0.0287209131117384,0.444587865973861,0.555555555555556,0.333333333333333,1,0.237363076092326,0.392366201832198,0.287335771927458,0.6,0.6,0.6,0.4,0.6,0.6,0.4,0.8,"No"
"4378",1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.523720476442132,0,0.971830985915493,0.868586116206621,0.0595266803389,0.722222222222222,0,0.5,0.00151150426761767,0.726336985634406,0.0509262729161131,0.6,0.4,0.4,0.4,0.8,0.2,0.6,0.4,"Yes"
"4379",0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.11112240334973,0.125,0.52112676056338,0.127285692188884,0.721932097335428,0.388888888888889,0.666666666666667,1,0.0176100360683107,0.392392845463669,0.0521468012289226,0.6,0.4,0.6,0.8,0.4,0.8,1,0.6,"No"
"4380",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0.168462132607017,0.125,0.845070422535211,0.551986825622311,0.432525981064819,0.888888888888889,0.666666666666667,0,0.00520238448855298,0.273523235213989,0.0294846988314761,0.6,0.6,0.4,0.4,0.4,0.6,0.6,0.6,"Yes"
"4381",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0.178848733688361,0.125,0.450704225352113,0.129864194818689,0.482717956705548,0.5,0,0,0.00556575232312014,0.34486155847764,0.112673851783883,0.6,0.8,0.8,0.6,0.6,0.8,0.4,0.6,"No"
"4382",0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.232580592707021,0,0.830985915492958,0.0489924393839635,0.398602999254416,0.722222222222222,0,0,0.0716768936088504,0.130847540244956,0.0812355565933099,0.6,0.6,0.8,0.2,0.8,0.4,0.4,0.4,"No"
"4383",0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0.552176917760885,0.125,0.183098591549296,0.251038940887928,0.463097846301342,0.444444444444444,0,0.5,0.0335167634032403,0.321266243914386,0.0776548882591318,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.6,"No"
"4384",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0.796292532216757,0,0.408450704225352,0.126656469628045,0.370005671224617,0.444444444444444,0.333333333333333,0,0.075965921486292,0.558999279285011,0.17031710696113,0.8,0.6,0.6,0.4,0.4,0.4,0.4,0.6,"Yes"
"4385",0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0.219246717346234,0,0.971830985915493,0.286690034633115,0.753017094884976,0.611111111111111,0.333333333333333,0,0.0171628021994368,0.499572086626306,0.102497763944554,0.8,0.6,0.8,0.4,0.6,0.8,0.2,1,"Yes"
"4386",0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0.205770559778853,0,0.943661971830986,0.257163389984656,0.62783167317391,0.611111111111111,0.666666666666667,1,0.0883476695327797,0.487620039015887,0.103030475462543,0.2,0.6,0.6,0.6,0.4,0.6,0.6,0.6,"No"
"4387",0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0.519624781495183,0,0.436619718309859,0.127854596061675,0.638432604989661,0.555555555555556,0,0,0.0339970985789032,0.487522028514405,0.066217799154998,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.8,"Yes"
"4388",0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0.40651042725314,0.125,0.464788732394366,0.165731821334105,0.0787439542046071,0.444444444444444,0.666666666666667,0,0.233499942305127,0.559082064854224,0.258280491888703,0.6,0.6,0.8,0.4,0.6,0.6,0.4,0.6,"No"
"4389",0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0.60465872596447,0.25,0.23943661971831,0.092836767684837,0.403737654412672,0.444444444444444,0,0,0.104495163096195,0.309170035226544,0.101805356485692,0.8,0.6,0.4,0.6,0.4,0.6,1,0.6,"No"
"4390",1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0.12330785804301,0,0.23943661971831,0.404629887845243,0.472911515906706,0.611111111111111,0.666666666666667,0,0.0807666251383776,0.821475208488676,0.150755645455955,0.6,0.6,0.2,0.8,0.6,0.4,0.4,0.4,"Yes"
"4391",0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0.726167730395544,0.375,0.352112676056338,0.323827264418936,0.42352781119532,0.444444444444444,0,0,0.0782628422928664,0.738315201097162,0.159199419234031,0.4,0.4,0.6,0.4,0.6,0.4,0.6,0.4,"No"
"4392",0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0.278354811171186,0.75,0.732394366197183,0.670993818304749,0.342730819463155,0.5,0,1,0.0773321884882501,0.559010222205079,0.200356010441358,0.4,0.6,0.2,0.4,0.6,0.4,0.6,0.6,"Yes"
"4393",1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0.0404792877759259,0,0.845070422535211,0.0862023588488122,0.380892366798227,0.555555555555556,0.666666666666667,0,0.0672333319285233,0.214235921620507,0.0658410735338429,0.6,0.4,0.8,0.8,0.4,0.4,0.2,0.4,"Yes"
